STATE,ST_CASE,VEH_NO,AGE,SEX,DRINKING,DRUGS,DOA,AgeCat
48,481405,1,31,2,1,1,1,17-32
48,480638,1,49,2,0,1,0,49-64
51,510375,2,35,1,0,0,0,33-48
17,170034,2,46,1,0,0,0,33-48
10,100012,1,26,1,0,1,0,17-32
47,470570,1,22,1,0,0,1,17-32
19,190168,1,23,1,1,1,0,17-32
1,10385,1,90,1,0,0,1,65 and Above
12,121056,2,31,1,0,0,0,17-32
47,470170,1,34,2,0,0,0,33-48
26,260464,1,18,1,0,0,0,17-32
4,40228,1,46,1,0,0,0,33-48
6,60601,1,83,2,0,0,0,65 and Above
12,120923,1,30,1,0,0,0,17-32
8,80248,1,25,1,1,0,0,17-32
27,270337,2,53,2,0,0,0,49-64
19,190032,2,17,2,0,0,1,17-32
26,260184,1,28,1,1,0,1,17-32
21,210338,2,47,1,0,0,0,33-48
12,120893,1,53,1,0,0,0,49-64
22,220574,2,47,1,0,0,0,33-48
56,560066,1,63,1,0,0,0,49-64
45,450336,1,21,1,0,0,0,17-32
45,450484,2,44,1,0,0,0,33-48
12,121075,2,23,1,0,0,0,17-32
12,120949,2,43,1,0,1,0,33-48
6,62530,0,90,2,0,0,0,65 and Above
42,420399,1,79,1,0,0,1,65 and Above
21,210131,2,33,1,0,0,0,33-48
28,280417,1,59,1,0,0,1,49-64
18,180020,1,17,1,0,0,0,17-32
40,400154,1,18,1,0,0,0,17-32
6,60537,1,26,1,0,0,0,17-32
6,61691,1,23,1,0,0,0,17-32
21,210101,1,58,2,0,0,1,49-64
28,280068,1,55,2,0,0,0,49-64
12,120492,0,55,2,0,0,0,49-64
42,420426,1,46,1,0,0,0,33-48
18,180459,1,42,1,0,0,1,33-48
22,220179,2,57,2,0,1,1,49-64
51,510542,2,29,2,0,0,0,17-32
27,270282,3,52,2,0,0,0,49-64
21,210435,2,42,1,0,0,0,33-48
47,470713,3,62,2,0,0,0,49-64
49,490198,3,42,1,0,0,0,33-48
12,120271,0,24,1,0,0,0,17-32
6,61002,2,29,2,1,1,0,17-32
32,320295,2,66,2,0,0,1,65 and Above
37,371199,1,77,2,0,0,1,65 and Above
32,320051,1,63,1,0,0,0,49-64
8,80485,1,21,2,0,0,0,17-32
8,80319,1,28,1,0,0,1,17-32
6,61155,1,24,2,1,0,1,17-32
51,510604,2,32,8,0,0,0,17-32
42,420288,1,49,2,0,0,0,49-64
34,340503,1,81,1,0,0,0,65 and Above
37,371164,1,8,1,0,0,0,0-16
24,240156,2,31,1,0,0,0,17-32
21,210534,1,69,1,0,0,0,65 and Above
37,370099,1,37,1,0,0,0,33-48
48,480367,1,53,1,0,1,0,49-64
39,390783,1,43,1,0,0,0,33-48
26,260035,1,57,2,0,0,1,49-64
40,400003,2,45,1,0,0,0,33-48
18,180239,2,65,2,0,0,0,65 and Above
48,482502,1,37,1,1,0,1,33-48
47,470782,2,68,2,0,0,0,65 and Above
48,483020,2,22,2,0,0,1,17-32
42,420478,2,49,1,0,0,0,49-64
13,130203,1,27,1,0,0,0,17-32
53,530311,2,30,1,0,1,0,17-32
48,482228,0,51,1,1,0,0,49-64
6,60699,1,44,1,1,0,0,33-48
13,130768,1,47,1,0,0,0,33-48
6,61100,1,19,1,0,0,0,17-32
39,390827,1,76,1,0,0,0,65 and Above
37,370373,1,37,1,1,0,1,33-48
37,370135,1,77,1,0,0,1,65 and Above
39,390170,1,48,1,0,0,0,33-48
28,280308,2,25,2,0,0,0,17-32
34,340019,0,53,1,0,1,0,49-64
48,481090,2,17,1,0,0,0,17-32
37,371116,1,20,2,0,0,0,17-32
45,450308,1,59,1,0,0,1,49-64
21,210532,1,52,2,0,1,0,49-64
18,180685,3,44,1,0,0,0,33-48
10,100003,1,39,1,1,1,1,33-48
21,210210,2,33,1,0,0,0,33-48
4,40325,1,57,1,1,0,0,49-64
56,560039,1,89,1,0,0,0,65 and Above
22,220120,1,63,1,0,0,0,49-64
6,61329,1,54,1,0,0,0,49-64
47,470107,1,48,1,0,0,0,33-48
39,390567,2,28,2,0,0,0,17-32
18,180599,1,87,2,0,0,0,65 and Above
6,62926,1,32,1,1,0,0,17-32
26,260520,2,32,1,0,0,0,17-32
6,60890,2,61,2,0,0,0,49-64
18,180426,2,73,2,0,0,1,65 and Above
42,420258,2,43,1,0,0,0,33-48
37,370665,1,79,1,0,0,0,65 and Above
6,61097,0,64,1,0,0,0,49-64
39,390259,1,42,2,0,0,0,33-48
1,10169,2,22,2,0,0,0,17-32
51,510192,2,46,1,1,0,0,33-48
6,61083,1,45,1,0,1,0,33-48
47,470549,2,0,1,0,0,0,0-16
6,60869,1,26,2,0,0,0,17-32
45,450546,1,40,1,0,0,0,33-48
6,61936,2,28,2,0,0,0,17-32
40,400152,1,58,1,0,0,0,49-64
40,400259,2,31,1,0,0,0,17-32
24,240022,0,19,1,0,0,0,17-32
6,60964,3,68,1,0,0,0,65 and Above
13,130629,1,19,1,0,0,0,17-32
8,80208,1,28,2,0,0,0,17-32
12,120782,0,54,1,0,0,0,49-64
8,80043,1,30,2,1,0,0,17-32
47,470874,1,48,1,0,0,0,33-48
12,122260,1,44,2,0,0,1,33-48
51,510520,3,71,1,0,0,0,65 and Above
42,420549,2,54,1,0,0,0,49-64
27,270017,1,88,1,0,0,1,65 and Above
47,470156,2,28,2,0,0,0,17-32
26,260723,1,51,1,0,0,0,49-64
4,40582,2,33,2,0,0,0,33-48
6,61550,2,40,1,0,0,0,33-48
23,230108,2,48,1,0,0,0,33-48
19,190053,2,20,1,1,0,0,17-32
6,61990,2,49,2,0,0,0,49-64
20,200189,1,45,1,0,0,1,33-48
18,180080,1,84,1,0,0,0,65 and Above
55,550052,1,25,2,0,0,0,17-32
17,170612,2,16,2,0,0,0,0-16
6,60657,1,82,1,0,0,0,65 and Above
18,180674,1,44,1,0,0,0,33-48
6,60051,2,23,1,0,0,0,17-32
6,60150,2,23,1,0,0,0,17-32
8,80347,2,54,1,0,0,0,49-64
13,130723,1,27,1,0,0,1,17-32
37,370366,1,35,1,0,0,1,33-48
48,481161,2,21,1,0,1,0,17-32
24,240221,1,74,2,0,0,0,65 and Above
41,410041,0,5,2,0,0,1,0-16
17,170869,1,43,1,0,1,0,33-48
26,260834,0,62,1,1,0,1,49-64
40,400503,2,39,1,0,0,0,33-48
12,122298,0,65,1,1,1,1,65 and Above
55,550151,1,90,1,0,0,0,65 and Above
26,260406,1,74,1,0,0,1,65 and Above
45,450881,2,63,1,0,0,0,49-64
38,380091,1,55,1,0,0,0,49-64
47,470244,1,26,1,0,0,1,17-32
23,230070,1,21,2,1,1,0,17-32
54,540084,1,71,2,0,0,0,65 and Above
27,270297,1,25,1,0,0,0,17-32
39,390750,2,54,1,0,0,0,49-64
8,80290,1,65,1,0,0,1,65 and Above
51,510579,1,34,2,0,0,0,33-48
39,390951,1,50,1,0,0,0,49-64
39,390154,1,42,2,1,1,1,33-48
20,200322,3,39,2,0,0,1,33-48
12,121135,2,45,1,0,0,0,33-48
44,440037,0,31,2,0,0,0,17-32
27,270375,2,26,1,0,0,0,17-32
27,270200,1,31,1,0,0,0,17-32
34,340463,1,19,2,0,0,0,17-32
42,421040,2,63,1,0,0,0,49-64
28,280025,3,36,2,0,0,0,33-48
12,121032,2,20,1,0,0,0,17-32
22,220423,1,19,1,1,1,1,17-32
37,370844,1,47,1,1,0,0,33-48
12,121239,1,22,1,0,0,0,17-32
51,510314,2,61,2,0,0,0,49-64
6,61265,1,21,1,1,0,0,17-32
16,160089,1,44,2,0,0,0,33-48
6,61045,1,51,1,0,0,0,49-64
12,122035,1,48,1,1,0,1,33-48
48,480803,1,28,1,1,1,1,17-32
12,120406,3,57,2,0,0,0,49-64
6,62106,0,68,1,1,1,1,65 and Above
41,410028,1,22,1,0,0,0,17-32
47,470258,1,51,1,0,0,1,49-64
6,62143,1,23,1,0,0,0,17-32
19,190064,2,84,1,0,0,0,65 and Above
16,160088,1,21,2,0,1,1,17-32
12,121891,1,30,1,0,0,0,17-32
37,370400,3,25,1,0,0,0,17-32
6,62384,1,74,1,0,0,0,65 and Above
21,210567,1,50,2,0,0,1,49-64
34,340207,2,61,1,0,0,0,49-64
5,50476,1,67,1,1,0,0,65 and Above
54,540046,0,34,1,1,1,1,33-48
39,390600,1,47,1,0,0,1,33-48
12,122796,1,27,1,0,0,0,17-32
31,310044,2,29,1,0,0,0,17-32
51,510686,2,60,2,0,0,0,49-64
47,470815,1,17,1,0,0,0,17-32
21,210269,2,57,1,0,0,1,49-64
48,481777,2,39,1,0,0,0,33-48
42,420671,1,53,1,1,0,1,49-64
6,61524,2,61,2,0,0,0,49-64
19,190022,2,50,2,0,0,0,49-64
13,131168,1,16,1,0,0,0,0-16
21,210414,1,27,1,1,0,1,17-32
4,40299,1,48,1,0,0,0,33-48
48,481341,1,24,1,0,0,0,17-32
39,390841,1,63,1,0,0,0,49-64
48,481312,1,18,1,0,0,0,17-32
6,61298,2,53,1,0,0,1,49-64
12,120786,2,29,1,0,0,0,17-32
4,40817,1,27,2,0,0,0,17-32
16,160051,2,44,2,0,0,1,33-48
8,80359,1,41,2,1,0,0,33-48
49,490182,2,56,1,0,0,1,49-64
12,121996,1,45,1,0,0,0,33-48
21,210125,2,69,1,0,0,0,65 and Above
28,280583,1,8,1,0,0,0,0-16
24,240350,1,54,1,0,0,0,49-64
45,450028,1,48,1,0,0,0,33-48
42,420614,1,27,1,0,0,1,17-32
18,180555,1,20,1,0,1,1,17-32
6,62448,2,60,1,0,0,1,49-64
26,260911,24,51,1,0,0,0,49-64
1,10269,1,41,2,0,0,0,33-48
19,190132,1,33,2,1,1,1,33-48
48,480457,2,22,1,0,1,1,17-32
47,470896,1,25,1,0,0,0,17-32
5,50170,2,26,1,0,0,0,17-32
45,450225,0,85,1,0,0,0,65 and Above
45,450362,1,45,1,1,0,1,33-48
48,481833,1,31,2,0,1,0,17-32
12,120846,2,68,1,0,0,0,65 and Above
45,450577,0,29,1,0,0,0,17-32
6,61063,1,26,1,1,0,1,17-32
27,270338,1,20,2,0,0,1,17-32
24,240204,2,39,1,0,0,0,33-48
6,62562,1,85,2,0,0,0,65 and Above
42,420927,1,91,2,0,0,0,65 and Above
30,300049,1,5,1,0,0,1,0-16
37,370260,2,18,1,0,0,0,17-32
6,60418,1,52,1,0,0,0,49-64
12,121346,0,20,2,0,0,0,17-32
4,40090,2,36,2,0,0,0,33-48
42,420419,1,68,2,0,0,0,65 and Above
48,481913,1,40,2,0,1,1,33-48
6,61379,2,49,2,0,0,0,49-64
26,260137,1,44,1,0,0,0,33-48
19,190105,3,84,2,0,0,0,65 and Above
18,180245,2,51,1,0,0,0,49-64
40,400277,1,19,2,0,0,0,17-32
31,310076,1,53,2,0,0,0,49-64
18,180744,0,60,1,0,0,1,49-64
4,40066,1,19,1,0,0,0,17-32
6,61719,4,59,1,0,0,0,49-64
37,370192,1,39,2,0,0,0,33-48
34,340518,0,54,1,0,0,0,49-64
12,121778,3,46,2,0,0,0,33-48
12,122688,1,46,1,0,0,0,33-48
37,370479,1,17,1,0,0,0,17-32
6,62230,2,48,2,0,0,0,33-48
17,170684,2,17,1,0,0,0,17-32
34,340381,1,23,1,1,0,1,17-32
41,410206,1,46,1,0,0,1,33-48
39,390078,0,45,2,1,0,0,33-48
48,480697,1,64,1,0,0,0,49-64
42,420106,1,68,1,0,0,1,65 and Above
30,300030,2,26,2,0,0,0,17-32
31,310147,1,73,1,0,0,0,65 and Above
49,490039,1,46,2,1,0,1,33-48
8,80153,3,59,1,0,0,0,49-64
41,410316,3,18,2,0,0,0,17-32
1,10095,1,46,1,0,0,0,33-48
37,370184,0,87,1,0,0,0,65 and Above
47,470548,1,12,2,0,0,0,0-16
6,61947,3,51,1,0,0,0,49-64
6,60624,1,22,1,1,0,0,17-32
39,390422,1,33,1,1,0,1,33-48
45,450914,2,69,1,0,0,0,65 and Above
12,120368,3,57,1,0,0,0,49-64
40,400201,2,35,1,0,0,0,33-48
29,290629,1,21,1,1,1,0,17-32
18,180196,1,22,1,0,0,0,17-32
13,130864,1,34,1,0,0,0,33-48
47,470816,1,19,1,1,1,0,17-32
6,61225,1,59,1,0,0,0,49-64
47,470106,1,58,1,0,0,0,49-64
13,131180,1,24,1,1,0,1,17-32
39,390577,3,34,1,0,0,0,33-48
12,121771,2,59,2,0,0,0,49-64
6,60118,3,58,1,0,0,0,49-64
33,330069,1,21,1,0,1,0,17-32
41,410190,1,65,1,0,0,0,65 and Above
45,450049,1,53,2,0,0,0,49-64
39,390057,1,71,1,0,0,0,65 and Above
40,400036,1,81,1,0,0,1,65 and Above
26,260784,1,43,1,1,0,0,33-48
37,370156,0,39,2,1,0,1,33-48
10,100099,2,31,2,0,0,0,17-32
13,130979,3,20,1,0,0,0,17-32
22,220701,1,32,1,0,0,0,17-32
8,80348,1,41,1,0,0,0,33-48
44,440042,1,22,1,1,0,1,17-32
4,40034,1,58,1,0,0,1,49-64
32,320029,1,22,1,0,0,1,17-32
6,61975,3,34,1,0,0,0,33-48
4,40526,1,16,1,0,0,1,0-16
51,510686,1,55,1,0,0,0,49-64
6,63022,0,34,1,1,0,1,33-48
42,420295,1,72,1,0,0,0,65 and Above
18,180484,1,35,1,1,1,1,33-48
45,450268,2,26,1,0,0,0,17-32
1,10721,1,50,1,0,0,0,49-64
48,480690,2,63,1,0,1,1,49-64
47,470034,1,17,1,0,0,1,17-32
42,420365,2,46,2,0,0,0,33-48
17,170335,1,20,1,0,0,1,17-32
39,391070,1,75,1,0,0,0,65 and Above
45,450363,1,37,1,0,1,0,33-48
1,10327,1,25,1,0,0,1,17-32
42,420578,1,74,1,0,0,0,65 and Above
39,390469,1,60,1,0,0,0,49-64
32,320265,2,51,1,0,1,0,49-64
28,280419,2,25,2,0,0,0,17-32
22,220512,1,49,1,0,0,0,49-64
21,210668,2,32,2,0,0,0,17-32
8,80232,1,24,1,1,0,0,17-32
6,63043,1,27,2,0,0,0,17-32
45,450857,1,42,1,0,0,0,33-48
41,410244,1,56,2,0,0,0,49-64
39,390507,1,51,1,0,1,0,49-64
34,340122,2,52,1,0,0,0,49-64
26,260842,2,34,1,0,0,1,33-48
40,400169,2,66,1,0,0,0,65 and Above
35,350265,2,32,1,0,0,0,17-32
48,481508,0,15,1,1,1,1,0-16
6,60054,1,37,1,0,0,0,33-48
37,370749,1,20,1,0,0,0,17-32
37,370858,2,55,1,0,0,0,49-64
12,122101,1,47,1,0,0,0,33-48
22,220098,1,32,1,1,0,1,17-32
37,370241,2,30,1,0,0,0,17-32
23,230096,2,40,1,0,0,0,33-48
8,80196,1,8,1,0,0,0,0-16
8,80243,0,79,1,0,0,1,65 and Above
17,170355,1,25,2,0,0,0,17-32
45,450064,1,51,2,0,0,0,49-64
19,190058,1,23,1,1,0,0,17-32
6,61671,1,31,2,0,0,0,17-32
12,121498,2,35,1,0,0,0,33-48
26,260884,1,19,1,0,0,0,17-32
26,260188,1,30,1,1,0,1,17-32
6,62685,2,21,1,0,0,0,17-32
45,450767,2,66,1,0,0,0,65 and Above
45,450875,2,56,2,0,0,0,49-64
48,482162,1,23,1,0,0,0,17-32
47,470384,1,48,1,0,0,1,33-48
26,260833,2,22,1,0,0,0,17-32
48,482540,0,34,1,0,1,0,33-48
39,391062,1,53,2,1,1,0,49-64
45,450517,2,21,1,0,0,1,17-32
39,391052,1,26,1,0,1,1,17-32
22,220494,1,28,1,0,1,0,17-32
21,210612,1,18,1,0,0,0,17-32
32,320280,1,26,2,0,0,0,17-32
47,470079,0,42,1,1,1,0,33-48
6,61051,1,58,1,0,0,0,49-64
12,120455,1,32,1,1,0,0,17-32
24,240310,1,56,1,0,0,1,49-64
24,240129,2,55,1,0,0,0,49-64
8,80509,1,21,1,0,1,1,17-32
6,62178,0,70,1,0,1,0,65 and Above
54,540208,1,60,1,0,0,1,49-64
8,80489,3,11,2,0,0,0,0-16
39,390393,1,17,2,0,0,0,17-32
41,410162,1,28,1,0,0,0,17-32
1,10257,1,45,1,0,0,0,33-48
37,370833,2,18,1,0,0,1,17-32
39,390394,0,34,1,1,1,1,33-48
26,260360,2,48,1,0,0,0,33-48
47,470655,1,22,1,1,0,0,17-32
12,121027,2,16,1,0,0,0,0-16
18,180089,1,53,1,0,0,0,49-64
35,350259,1,7,2,0,0,0,0-16
38,380027,2,32,1,0,0,0,17-32
6,60914,1,46,1,1,0,1,33-48
42,420550,3,47,2,0,0,0,33-48
12,122334,1,37,1,0,0,0,33-48
41,410137,2,17,1,0,0,0,17-32
2,20035,1,60,1,0,0,0,49-64
22,220060,1,20,1,0,0,1,17-32
6,61766,1,30,1,0,0,0,17-32
5,50311,1,25,1,0,0,0,17-32
47,470128,2,67,1,0,0,0,65 and Above
40,400301,2,49,1,0,0,1,49-64
37,370435,1,37,2,1,0,0,33-48
39,390096,16,45,1,0,0,0,33-48
37,370385,2,63,1,0,0,0,49-64
12,121562,1,57,1,0,0,0,49-64
26,260879,2,18,2,0,0,0,17-32
8,80043,1,24,1,1,0,0,17-32
26,260620,0,48,2,1,0,1,33-48
6,61485,1,19,1,0,0,0,17-32
42,420282,2,81,2,0,0,0,65 and Above
44,440029,1,28,2,0,0,0,17-32
26,260357,2,48,1,0,0,1,33-48
13,130049,2,54,1,0,0,0,49-64
12,121787,1,74,2,0,0,0,65 and Above
18,180556,1,18,1,0,0,0,17-32
6,61523,2,31,1,0,0,0,17-32
45,450549,2,67,2,0,0,0,65 and Above
4,40247,1,62,1,0,0,0,49-64
42,420649,1,13,1,0,0,0,0-16
26,260868,1,50,1,0,0,1,49-64
46,460075,2,56,1,0,0,1,49-64
21,210615,1,28,1,0,0,0,17-32
12,122249,1,52,2,0,0,1,49-64
6,61015,1,39,2,0,0,0,33-48
12,121264,0,75,2,0,0,0,65 and Above
47,470887,1,68,1,0,0,1,65 and Above
19,190130,1,39,1,1,1,1,33-48
49,490059,1,51,1,1,0,0,49-64
12,122068,1,23,1,0,0,0,17-32
8,80047,0,41,2,0,0,0,33-48
16,160199,1,34,1,0,0,0,33-48
41,410070,2,52,1,0,0,0,49-64
46,460081,1,53,1,1,0,0,49-64
12,122321,1,22,2,1,0,0,17-32
32,320015,2,47,1,0,0,0,33-48
19,190073,0,52,2,1,0,1,49-64
37,370130,1,20,1,0,0,0,17-32
39,390136,1,17,2,0,0,1,17-32
27,270179,1,67,1,0,0,1,65 and Above
1,10203,2,37,1,0,0,0,33-48
49,490094,1,17,2,0,1,1,17-32
45,450609,1,39,1,1,0,1,33-48
13,131111,2,0,1,0,0,0,0-16
28,280261,2,48,1,0,0,1,33-48
18,180387,3,71,1,0,0,0,65 and Above
45,450438,1,30,1,0,0,1,17-32
47,470364,2,27,1,0,0,0,17-32
47,470573,1,28,1,0,0,0,17-32
17,170217,1,29,1,0,0,0,17-32
12,122213,1,22,1,0,0,0,17-32
42,420458,1,81,2,0,0,0,65 and Above
22,220511,2,48,1,0,0,0,33-48
12,121161,3,56,1,0,0,0,49-64
6,61986,1,29,2,0,0,0,17-32
56,560111,1,29,1,1,1,1,17-32
42,420985,1,53,2,1,0,0,49-64
39,390775,1,29,2,0,0,0,17-32
6,62445,1,42,1,0,0,0,33-48
47,470064,1,52,1,0,0,0,49-64
30,300038,1,34,1,1,0,1,33-48
42,420772,4,17,2,0,0,0,17-32
12,121180,2,28,2,0,0,0,17-32
51,510679,1,47,1,1,0,0,33-48
39,390286,1,75,1,0,0,1,65 and Above
44,440021,1,23,1,0,0,0,17-32
48,481238,1,39,1,0,0,1,33-48
42,420027,1,22,1,1,1,0,17-32
24,240021,1,26,1,0,0,0,17-32
4,40515,2,75,2,0,0,0,65 and Above
19,190226,1,94,1,0,0,0,65 and Above
12,122027,1,79,1,0,0,0,65 and Above
12,120582,1,24,1,0,0,0,17-32
39,390538,2,56,1,0,0,1,49-64
32,320053,1,40,1,1,1,0,33-48
56,560027,1,68,1,0,0,1,65 and Above
8,80241,1,39,1,0,0,0,33-48
20,200307,1,45,1,1,0,0,33-48
8,80062,1,29,2,0,0,0,17-32
4,40234,1,23,1,1,0,0,17-32
18,180641,2,54,1,0,0,1,49-64
12,122166,0,62,1,0,0,0,49-64
26,260124,1,17,2,1,0,0,17-32
37,370493,1,41,1,0,0,1,33-48
6,61053,2,52,1,0,0,1,49-64
28,280166,0,62,1,0,0,1,49-64
13,131257,1,26,2,1,0,0,17-32
28,280526,1,79,2,0,0,0,65 and Above
26,260015,0,47,2,0,0,0,33-48
18,180598,3,56,1,0,0,0,49-64
9,90110,1,37,1,1,1,1,33-48
4,40581,2,22,1,0,0,0,17-32
47,470474,3,30,1,0,0,0,17-32
38,380003,3,28,2,0,0,0,17-32
18,180754,2,20,1,0,1,0,17-32
26,260914,1,81,2,0,0,0,65 and Above
47,470358,1,37,1,1,1,0,33-48
39,390654,1,44,1,0,0,0,33-48
6,61540,1,38,1,1,0,1,33-48
42,420465,0,21,1,0,0,1,17-32
47,470332,1,72,1,0,0,1,65 and Above
6,60032,1,21,1,0,0,0,17-32
56,560060,1,64,2,0,0,1,49-64
26,260226,1,66,2,0,0,1,65 and Above
37,370334,2,31,1,0,0,0,17-32
39,390847,1,65,2,0,0,0,65 and Above
18,180144,1,59,1,0,0,0,49-64
37,370428,1,52,1,1,0,0,49-64
20,200269,1,37,2,1,0,0,33-48
12,122211,2,76,2,1,1,0,65 and Above
21,210257,1,70,1,0,0,1,65 and Above
34,340181,1,22,1,0,0,0,17-32
39,390064,1,51,1,0,0,0,49-64
54,540109,1,36,1,0,0,0,33-48
6,61812,1,55,1,0,0,0,49-64
13,130183,1,62,2,0,0,0,49-64
6,61301,1,62,1,1,1,1,49-64
6,63051,1,32,1,0,1,0,17-32
13,131018,1,23,1,0,0,0,17-32
21,210047,2,44,1,0,0,0,33-48
22,220710,1,34,1,0,0,0,33-48
42,421087,2,52,2,0,0,0,49-64
6,62187,1,23,1,1,1,0,17-32
2,20015,2,66,1,0,0,1,65 and Above
39,390430,2,33,1,0,0,0,33-48
1,10687,1,16,1,0,0,0,0-16
6,61844,2,17,1,0,0,0,17-32
6,62909,2,17,1,0,0,0,17-32
17,170695,1,43,2,0,0,0,33-48
20,200278,2,19,1,0,0,0,17-32
50,500008,1,54,1,1,0,0,49-64
4,40554,1,22,1,0,0,0,17-32
31,310079,2,27,2,0,0,0,17-32
48,482811,1,26,1,0,1,0,17-32
47,470443,2,62,2,0,0,0,49-64
4,40693,2,52,1,0,0,0,49-64
31,310183,2,42,1,0,0,1,33-48
1,10440,1,25,1,0,0,0,17-32
5,50275,1,55,1,0,0,0,49-64
53,530350,1,27,2,1,1,0,17-32
39,390549,1,74,1,0,0,0,65 and Above
4,40814,2,45,1,0,0,0,33-48
47,470652,2,72,2,0,0,0,65 and Above
39,390127,1,84,2,0,0,0,65 and Above
12,120489,1,69,1,0,0,0,65 and Above
17,170465,1,16,1,0,0,1,0-16
13,130815,1,56,1,0,0,0,49-64
8,80131,1,15,1,0,0,0,0-16
22,220641,1,26,1,1,0,0,17-32
20,200074,1,21,2,0,0,1,17-32
12,122746,2,24,2,0,0,0,17-32
6,61722,3,39,1,0,0,0,33-48
18,180496,1,57,2,0,0,1,49-64
27,270109,2,77,1,0,0,1,65 and Above
44,440004,2,23,1,1,1,0,17-32
24,240386,2,39,1,0,0,0,33-48
37,370264,3,33,2,0,0,1,33-48
40,400016,2,46,2,0,0,0,33-48
16,160092,1,55,1,1,1,1,49-64
18,180470,2,59,2,0,0,0,49-64
41,410156,1,65,1,0,0,0,65 and Above
48,481747,1,32,2,0,1,0,17-32
6,61354,1,18,1,0,0,0,17-32
45,450070,1,37,1,0,0,0,33-48
12,122601,1,21,2,0,0,1,17-32
51,510463,1,30,1,0,0,0,17-32
1,10337,2,18,2,0,0,0,17-32
45,450502,2,85,1,0,0,0,65 and Above
8,80427,1,2,2,0,0,0,0-16
13,130325,2,4,2,0,0,0,0-16
45,450373,1,46,2,1,1,0,33-48
17,170543,2,51,2,0,0,0,49-64
8,80425,1,12,2,0,0,0,0-16
51,510136,2,63,1,0,0,1,49-64
12,121814,1,48,1,0,0,0,33-48
12,121576,1,89,2,0,0,0,65 and Above
12,120866,2,50,1,0,0,0,49-64
22,220174,1,56,1,0,0,0,49-64
45,450081,1,57,1,1,0,0,49-64
21,210107,3,47,1,0,0,0,33-48
40,400526,1,71,1,0,0,0,65 and Above
48,482520,1,77,1,0,0,1,65 and Above
34,340180,0,24,2,0,0,0,17-32
6,61696,1,22,1,0,1,1,17-32
6,62220,1,24,1,1,0,1,17-32
26,260395,1,20,1,0,0,1,17-32
6,62587,2,26,1,0,0,0,17-32
31,310194,2,91,1,0,0,0,65 and Above
6,62556,0,30,1,1,0,1,17-32
6,62744,1,29,1,0,0,0,17-32
21,210267,1,21,2,1,0,0,17-32
39,390148,1,19,1,0,0,1,17-32
39,390122,4,57,2,0,0,0,49-64
47,470480,1,27,1,0,0,0,17-32
26,260783,1,27,2,0,0,1,17-32
39,390541,2,18,1,0,0,0,17-32
47,470852,2,33,1,0,0,0,33-48
13,131032,2,59,1,0,0,0,49-64
39,391053,2,51,2,1,1,0,49-64
41,410093,1,35,1,0,0,1,33-48
42,420704,9,47,1,0,0,0,33-48
34,340459,1,41,2,0,0,0,33-48
12,120721,2,45,1,0,0,0,33-48
6,60036,1,49,1,0,0,1,49-64
6,60062,1,40,1,0,0,0,33-48
12,122749,1,53,1,0,0,0,49-64
32,320262,1,49,2,0,0,0,49-64
22,220221,1,79,2,0,0,1,65 and Above
12,121334,2,40,1,0,0,0,33-48
34,340168,1,24,2,0,0,0,17-32
34,340257,1,27,2,0,0,1,17-32
48,481960,2,28,1,1,0,1,17-32
37,370307,1,41,1,0,1,1,33-48
42,420972,1,46,1,1,0,0,33-48
19,190048,1,67,1,0,0,1,65 and Above
13,130587,2,85,1,0,0,0,65 and Above
37,370210,3,33,2,0,0,0,33-48
39,390224,1,29,1,0,0,1,17-32
47,470103,0,48,1,0,0,0,33-48
39,390082,3,28,1,0,0,0,17-32
37,370995,2,51,1,0,0,1,49-64
1,10095,4,35,2,0,0,0,33-48
45,450863,1,29,1,1,0,0,17-32
56,560090,1,35,2,0,1,1,33-48
4,40545,1,53,1,0,0,0,49-64
37,370573,1,27,1,1,0,0,17-32
12,121608,2,49,1,0,0,0,49-64
12,121569,1,44,1,0,0,1,33-48
47,470625,1,17,1,1,0,1,17-32
41,410353,0,38,1,0,0,1,33-48
39,390639,1,26,2,1,0,1,17-32
4,40103,0,34,1,0,1,1,33-48
45,450585,1,39,1,0,0,0,33-48
12,120146,1,73,1,0,0,0,65 and Above
46,460001,1,67,1,0,0,1,65 and Above
55,550356,2,62,1,0,0,0,49-64
27,270099,1,59,1,0,0,0,49-64
39,390451,1,31,1,0,0,0,17-32
21,210678,1,21,1,1,0,0,17-32
54,540034,1,31,1,0,0,0,17-32
48,481661,2,36,1,1,1,0,33-48
21,210093,0,37,2,0,0,0,33-48
8,80303,2,53,1,0,0,0,49-64
17,170799,1,28,1,0,1,0,17-32
21,210354,1,35,1,0,0,1,33-48
12,121811,1,49,1,0,0,1,49-64
45,450841,1,47,1,0,0,0,33-48
45,450671,2,33,1,0,0,0,33-48
12,122393,1,83,1,0,0,0,65 and Above
18,180125,3,24,2,0,0,0,17-32
47,470114,1,64,1,0,0,1,49-64
12,122673,0,11,1,0,0,0,0-16
27,270217,2,68,1,0,0,0,65 and Above
47,470538,1,21,1,0,1,0,17-32
37,370255,2,65,1,0,0,0,65 and Above
13,131049,2,22,2,0,0,0,17-32
19,190247,1,82,1,0,0,0,65 and Above
51,510165,1,17,1,0,0,0,17-32
26,260892,1,55,2,0,0,1,49-64
6,62089,2,19,1,0,0,0,17-32
18,180634,1,56,1,0,0,0,49-64
9,90227,3,68,1,0,0,0,65 and Above
